time,id,pos,in_network
135,1,"[67.4408389918707, 45.93970663736774]",true
135,2,"[67.0138781221891, 56.6692145574896]",true
135,3,"[58.915160614846954, 65.36032453445493]",true
135,4,"[48.53397056757278, 67.88723941444293]",true
135,5,"[38.33122595516658, 63.70801399541912]",true
135,6,"[32.492043947676976, 54.256482547949794]",true
135,7,"[33.6898868696047, 42.886133453336356]",true
135,8,"[40.55557755223633, 34.66041870256768]",true
135,9,"[51.7861145992065, 32.32446928913891]",true
135,10,"[63.44898014706561, 38.25491342825375]",true
136,1,"[67.34560218330675, 45.90921216668754]",true
136,2,"[67.0138781221891, 56.6692145574896]",true
136,3,"[58.915411098323396, 65.26033001005169]",true
136,4,"[48.59306450143018, 67.80658113037613]",true
136,5,"[38.33122595516658, 63.70801399541912]",true
136,6,"[32.58656325165081, 54.28911287726536]",true
136,7,"[33.6898868696047, 42.886133453336356]",true
136,8,"[40.55487399552887, 34.76041613886282]",true
136,9,"[51.72780384432004, 32.405708564425424]",true
136,10,"[63.44898014706561, 38.25491342825375]",true
137,1,"[67.34560218330675, 45.90921216668754]",true
137,2,"[66.95291740910888, 56.58999310789234]",true
137,3,"[58.91566158179984, 65.16033548564843]",true
137,4,"[48.59306450143018, 67.80658113037613]",true
137,5,"[38.426325003998414, 63.67709810205892]",true
137,6,"[32.58656325165081, 54.28911287726536]",true
137,7,"[33.74753110811613, 42.967844470270975]",true
137,8,"[40.554170438821416, 34.86041357515797]",true
137,9,"[51.72780384432004, 32.405708564425424]",true
137,10,"[63.35206240693258, 38.27953796757413]",true
138,1,"[67.2505168754974, 45.87835858059469]",true
138,2,"[66.89195669602866, 56.510771658295084]",true
138,3,"[58.91566158179984, 65.16033548564843]",true
138,4,"[48.65202368037007, 67.72585963484015]",true
138,5,"[38.52142405283025, 63.646182208698725]",true
138,6,"[32.68077457139201, 54.32244076783311]",true
138,7,"[33.80517534662756, 43.04955548720559]",true
138,8,"[40.554170438821416, 34.86041357515797]",true
138,9,"[51.66864961172824, 32.486328065858245]",true
138,10,"[63.25514466679956, 38.30416250689451]",true
139,1,"[67.15543156768803, 45.84750499450184]",true
139,2,"[66.83099598294844, 56.43155020869782]",true
139,3,"[58.91747053224743, 65.06035535851554]",true
139,4,"[48.71098285930996, 67.64513813930415]",true
139,5,"[38.61652310166208, 63.61526631533852]",true
139,6,"[32.7749858911332, 54.35576865840085]",true
139,7,"[33.862819585138986, 43.1312665041402]",true
139,8,"[40.57924923309813, 34.95550447494887]",true
139,9,"[51.60949537913644, 32.566947567291066]",true
139,10,"[63.158226926666536, 38.328787046214885]",true
140,1,"[67.06034625987867, 45.816651408408994]",true
140,2,"[66.77003526986822, 56.352328759100565]",true
140,3,"[58.91927948269501, 64.96037523138266]",true
140,4,"[48.76994203824985, 67.56441664376817]",true
140,5,"[38.711622150493916, 63.58435042197833]",true
140,6,"[32.8691972108744, 54.389096548968595]",true
140,7,"[33.920463823650415, 43.21297752107482]",true
140,8,"[40.60432802737485, 35.050595374739764]",true
140,9,"[51.55034114654464, 32.64756706872388]",true
140,10,"[63.06130918653351, 38.35341158553526]",true
141,1,"[66.9652609520693, 45.78579782231615]",true
141,2,"[66.70907455678801, 56.2731073095033]",true
141,3,"[58.9210884331426, 64.86039510424976]",true
141,4,"[48.828901217189745, 67.48369514823217]",true
141,5,"[38.80672119932576, 63.553434528618126]",true
141,6,"[32.96340853061559, 54.422424439536336]",true
141,7,"[33.978108062161844, 43.29468853800943]",true
141,8,"[40.62940682165156, 35.14568627453066]",true
141,9,"[51.49118691395284, 32.7281865701567]",true
141,10,"[62.964391446400484, 38.37803612485564]",true
142,1,"[66.87017564425994, 45.754944236223295]",true
142,2,"[66.64811384370779, 56.19388585990605]",true
142,3,"[58.92289738359019, 64.76041497711687]",true
142,4,"[48.88786039612964, 67.40297365269618]",true
142,5,"[38.90182024815759, 63.52251863525793]",true
142,6,"[33.05761985035679, 54.45575233010408]",true
142,7,"[34.03575230067327, 43.376399554944044]",true
142,8,"[40.65448561592827, 35.24077717432156]",true
142,9,"[51.43203268136103, 32.80880607158952]",true
142,10,"[62.86747370626746, 38.40266066417602]",true
143,1,"[66.77509033645057, 45.72409065013045]",true
143,2,"[66.58715313062757, 56.114664410308784]",true
143,3,"[58.92470633403777, 64.66043484998399]",true
143,4,"[48.946819575069526, 67.3222521571602]",true
143,5,"[38.996919296989425, 63.49160274189773]",true
143,6,"[33.15183117009798, 54.48908022067182]",true
143,7,"[34.0933965391847, 43.45811057187866]",true
143,8,"[40.67956441020499, 35.335868074112454]",true
143,9,"[51.37287844876923, 32.88942557302234]",true
143,10,"[62.77055596613443, 38.4272852034964]",true
144,1,"[66.68000502864122, 45.693237064037596]",true
144,2,"[66.52619241754735, 56.03544296071153]",true
144,3,"[58.92651528448536, 64.56045472285109]",true
144,4,"[49.00577875400942, 67.24153066162421]",true
144,5,"[39.09201834582126, 63.460686848537534]",true
144,6,"[33.246042489839176, 54.52240811123957]",true
144,7,"[34.15104077769614, 43.539821588813275]",true
144,8,"[40.704643204481705, 35.43095897390335]",true
144,9,"[51.31372421617743, 32.97004507445516]",true
144,10,"[62.67363822600141, 38.45190974281678]",true
145,1,"[66.58491972083185, 45.66238347794475]",true
145,2,"[66.46523170446713, 55.956221511114265]",true
145,3,"[58.928324234932944, 64.46047459571821]",true
145,4,"[49.06473793294931, 67.16080916608821]",true
145,5,"[39.18711739465309, 63.42977095517733]",true
145,6,"[33.340253809580375, 54.55573600180732]",true
145,7,"[34.20868501620757, 43.621532605747895]",true
145,8,"[40.72972199875842, 35.52604987369425]",true
145,9,"[51.254569983585625, 33.05066457588798]",true
145,10,"[62.576720485868385, 38.47653428213716]",true
146,1,"[66.48983441302249, 45.631529891851905]",true
146,2,"[66.40427099138691, 55.87700006151701]",true
146,3,"[58.930133185380534, 64.36049446858532]",true
146,4,"[49.1236971118892, 67.08008767055223]",true
146,5,"[39.28221644348493, 63.39885506181714]",true
146,6,"[33.434465129321566, 54.58906389237506]",true
146,7,"[34.266329254719, 43.70324362268251]",true
146,8,"[40.75480079303513, 35.62114077348515]",true
146,9,"[51.195415750993824, 33.1312840773208]",true
146,10,"[62.479802745735356, 38.50115882145754]",true
147,1,"[66.39474910521312, 45.60067630575905]",true
147,2,"[66.34331027830669, 55.797778611919746]",true
147,3,"[58.93194213582812, 64.26051434145242]",true
147,4,"[49.182656290829094, 66.99936617501623]",true
147,5,"[39.37731549231676, 63.367939168456935]",true
147,6,"[33.528676449062765, 54.622391782942806]",true
147,7,"[34.323973493230426, 43.78495463961712]",true
147,8,"[40.77987958731185, 35.71623167327605]",true
147,9,"[51.13626151840202, 33.21190357875362]",true
147,10,"[62.38288500560233, 38.525783360777915]",true
148,1,"[66.29966379740377, 45.569822719666206]",true
148,2,"[66.28234956522647, 55.71855716232248]",true
148,3,"[58.933751086275706, 64.16053421431954]",true
148,4,"[49.24161546976899, 66.91864467948024]",true
148,5,"[39.472414541148595, 63.33702327509674]",true
148,6,"[33.622887768803956, 54.655719673510546]",true
148,7,"[34.381617731741855, 43.86666565655174]",true
148,8,"[40.80495838158856, 35.811322573066946]",true
148,9,"[51.077107285810214, 33.29252308018644]",true
148,10,"[62.2859672654693, 38.55040790009829]",true
149,1,"[66.2045784895944, 45.53896913357335]",true
149,2,"[66.22138885214625, 55.63933571272523]",true
149,3,"[58.935560036723295, 64.06055408718665]",true
149,4,"[49.300574648708874, 66.83792318394426]",true
149,5,"[39.567513589980436, 63.30610738173654]",true
149,6,"[33.717099088545154, 54.689047564078294]",true
149,7,"[34.439261970253284, 43.94837667348635]",true
149,8,"[40.83003717586528, 35.90641347285784]",true
149,9,"[51.01795305321841, 33.373142581619256]",true
149,10,"[62.18904952533628, 38.57503243941867]",true
150,1,"[66.10949318178504, 45.50811554748051]",true
150,2,"[66.16042813906603, 55.560114263127964]",true
150,3,"[58.937368987170885, 63.96057396005376]",true
150,4,"[49.35953382764877, 66.75720168840827]",true
150,5,"[39.66261263881227, 63.275191488376336]",true
150,6,"[33.811310408286346, 54.72237545464604]",true
150,7,"[34.49690620876471, 44.03008769042096]",true
150,8,"[40.855115970141995, 36.00150437264874]",true
150,9,"[50.95879882062661, 33.45376208305208]",true
150,10,"[62.09213178520326, 38.59965697873905]",true
151,1,"[66.01440787397567, 45.47726196138766]",true
151,2,"[66.09946742598582, 55.48089281353071]",true
151,3,"[58.93917793761847, 63.86059383292087]",true
151,4,"[49.41849300658866, 66.67648019287228]",true
151,5,"[39.757711687644104, 63.24427559501614]",true
151,6,"[33.905521728027544, 54.75570334521378]",true
151,7,"[34.55455044727614, 44.11179870735558]",true
151,8,"[40.880194764418704, 36.096595272439636]",true
151,9,"[50.89964458803481, 33.5343815844849]",true
151,10,"[61.99521404507023, 38.624281518059426]",true
152,1,"[65.91932256616631, 45.44640837529481]",true
152,2,"[66.0385067129056, 55.401671363933445]",true
152,3,"[58.94098688806606, 63.760613705787975]",true
152,4,"[49.477452185528556, 66.59575869733628]",true
152,5,"[39.85281073647594, 63.21335970165594]",true
152,6,"[33.99973304776874, 54.78903123578153]",true
152,7,"[34.61219468578757, 44.193509724290195]",true
152,8,"[40.90527355869542, 36.19168617223053]",true
152,9,"[50.84049035544301, 33.61500108591772]",true
152,10,"[61.898296304937205, 38.648906057379804]",true
153,1,"[65.82423725835694, 45.41555478920196]",true
153,2,"[65.97754599982538, 55.32244991433619]",true
153,3,"[58.94279583851364, 63.66063357865509]",true
153,4,"[49.53641136446844, 66.5150372018003]",true
153,5,"[39.94790978530777, 63.182443808295744]",true
153,6,"[34.093944367509934, 54.82235912634927]",true
153,7,"[34.669838924299, 44.275220741224814]",true
153,8,"[40.930352352972136, 36.28677707202143]",true
153,9,"[50.78133612285121, 33.69562058735054]",true
153,10,"[61.80137856480418, 38.67353059670018]",true
154,1,"[65.72915195054759, 45.38470120310911]",true
154,2,"[65.91658528674516, 55.24322846473893]",true
154,3,"[58.94460478896123, 63.5606534515222]",true
154,4,"[49.595370543408336, 66.4343157062643]",true
154,5,"[40.043008834139606, 63.15152791493554]",true
154,6,"[34.18815568725113, 54.85568701691702]",true
154,7,"[34.72748316281043, 44.356931758159426]",true
154,8,"[40.95543114724885, 36.381867971812326]",true
154,9,"[50.72218189025941, 33.776240088783354]",true
154,10,"[61.70446082467115, 38.69815513602056]",true
155,1,"[65.63406664273822, 45.353847617016264]",true
155,2,"[65.85562457366494, 55.164007015141664]",true
155,3,"[58.94641373940882, 63.46067332438931]",true
155,4,"[49.65432972234823, 66.35359421072832]",true
155,5,"[40.13810788297144, 63.12061202157535]",true
155,6,"[34.282367006992324, 54.88901490748476]",true
155,7,"[34.78512740132186, 44.43864277509404]",true
155,8,"[40.98050994152556, 36.47695887160322]",true
155,9,"[50.663027657667605, 33.856859590216175]",true
155,10,"[61.60754308453813, 38.72277967534094]",true
156,1,"[65.53898133492886, 45.32299403092342]",true
156,2,"[65.79466386058472, 55.08478556554441]",true
156,3,"[58.9482226898564, 63.36069319725642]",true
156,4,"[49.71328890128812, 66.27287271519234]",true
156,5,"[40.233206931803274, 63.089696128215145]",true
156,6,"[34.37657832673352, 54.922342798052505]",true
156,7,"[34.84277163983329, 44.52035379202866]",true
156,8,"[41.00558873580228, 36.57204977139412]",true
156,9,"[50.6038734250758, 33.937479091648996]",true
156,10,"[61.510625344405106, 38.747404214661316]",true
157,1,"[65.4438960271195, 45.292140444830565]",true
157,2,"[65.7337031475045, 55.005564115947145]",true
157,3,"[58.95003164030399, 63.26071307012353]",true
157,4,"[49.77224808022801, 66.19215121965634]",true
157,5,"[40.328305980635115, 63.05878023485495]",true
157,6,"[34.47078964647472, 54.95567068862025]",true
157,7,"[34.90041587834472, 44.60206480896327]",true
157,8,"[41.03066753007899, 36.667140671185024]",true
157,9,"[50.544719192483996, 34.01809859308182]",true
157,10,"[61.413707604272076, 38.772028753981694]",true
158,1,"[65.34881071931014, 45.26128685873772]",true
158,2,"[65.67274243442428, 54.92634266634989]",true
158,3,"[58.95184059075158, 63.16073294299064]",true
158,4,"[49.831207259167904, 66.11142972412034]",true
158,5,"[40.42340502946695, 63.02786434149475]",true
158,6,"[34.56500096621591, 54.98899857918799]",true
158,7,"[34.958060116856146, 44.68377582589789]",true
158,8,"[41.05574632435571, 36.76223157097592]",true
158,9,"[50.485564959892194, 34.09871809451464]",true
158,10,"[61.316789864139054, 38.79665329330207]",true
159,1,"[65.25372541150077, 45.230433272644866]",true
159,2,"[65.61178172134406, 54.847121216752626]",true
159,3,"[58.95364954119916, 63.06075281585775]",true
159,4,"[49.89016643810779, 66.03070822858436]",true
159,5,"[40.51850407829878, 62.99694844813455]",true
159,6,"[34.65921228595711, 55.02232646975574]",true
159,7,"[35.015704355367575, 44.7654868428325]",true
159,8,"[41.080825118632426, 36.85732247076682]",true
159,9,"[50.42641072730039, 34.17933759594745]",true
159,10,"[61.219872124006024, 38.82127783262246]",true
160,1,"[65.15864010369141, 45.19957968655202]",true
160,2,"[65.55082100826385, 54.76789976715537]",true
160,3,"[58.95545849164675, 62.96077268872486]",true
160,4,"[49.949125617047684, 65.94998673304836]",true
160,5,"[40.61360312713062, 62.96603255477435]",true
160,6,"[34.7534236056983, 55.05565436032348]",true
160,7,"[35.073348593879004, 44.847197859767114]",true
160,8,"[41.105903912909135, 36.952413370557714]",true
160,9,"[50.36725649470859, 34.25995709738027]",true
160,10,"[61.122954383873, 38.845902371942834]",true
161,1,"[65.06355479588204, 45.168726100459175]",true
161,2,"[65.48986029518363, 54.68867831755811]",true
161,3,"[58.95726744209434, 62.86079256159197]",true
161,4,"[50.00808479598758, 65.86926523751238]",true
161,5,"[40.70870217596245, 62.935116661414156]",true
161,6,"[34.8476349254395, 55.08898225089123]",true
161,7,"[35.13099283239043, 44.92890887670173]",true
161,8,"[41.13098270718585, 37.04750427034861]",true
161,9,"[50.30810226211679, 34.340576598813094]",true
161,10,"[61.02603664373998, 38.87052691126321]",true
162,1,"[64.96846948807269, 45.13787251436632]",true
162,2,"[65.42889958210341, 54.609456867960844]",true
162,3,"[58.959076392541924, 62.76081243445908]",true
162,4,"[50.06704397492747, 65.78854374197638]",true
162,5,"[40.803801224794285, 62.904200768053954]",true
162,6,"[34.9418462451807, 55.122310141458975]",true
162,7,"[35.18863707090187, 45.010619893636346]",true
162,8,"[41.15606150146257, 37.14259517013951]",true
162,9,"[50.24894802952498, 34.421196100245915]",true
162,10,"[60.92911890360695, 38.89515145058359]",true
163,1,"[64.87338418026333, 45.107018928273476]",true
163,2,"[65.36793886902319, 54.53023541836359]",true
163,3,"[58.96088534298951, 62.660832307326196]",true
163,4,"[50.12600315386736, 65.7078222464404]",true
163,5,"[40.89890027362612, 62.87328487469376]",true
163,6,"[35.03605756492189, 55.155638032026715]",true
163,7,"[35.24628130941329, 45.09233091057096]",true
163,8,"[41.18114029573928, 37.237686069930405]",true
163,9,"[50.18979379693319, 34.50181560167873]",true
163,10,"[60.832201163473925, 38.91977598990397]",true
164,1,"[64.77829887245396, 45.07616534218063]",true
164,2,"[65.30697815594297, 54.45101396876633]",true
164,3,"[58.962694293437096, 62.5608521801933]",true
164,4,"[50.18496233280725, 65.6271007509044]",true
164,5,"[40.99399932245795, 62.84236898133356]",true
164,6,"[35.13026888466309, 55.18896592259446]",true
164,7,"[35.30392554792473, 45.17404192750558]",true
164,8,"[41.206219090016, 37.3327769697213]",true
164,9,"[50.13063956434138, 34.58243510311155]",true
164,10,"[60.7352834233409, 38.944400529224346]",true
165,1,"[64.68321356464459, 45.04531175608778]",true
165,2,"[65.24601744286275, 54.37179251916907]",true
165,3,"[58.964503243884685, 62.46087205306041]",true
165,4,"[50.243921511747146, 65.54637925536842]",true
165,5,"[41.08909837128979, 62.811453087973355]",true
165,6,"[35.22448020440429, 55.2222938131622]",true
165,7,"[35.36156978643616, 45.25575294444019]",true
165,8,"[41.231297884292715, 37.4278678695122]",true
165,9,"[50.07148533174958, 34.66305460454437]",true
165,10,"[60.63836568320787, 38.969025068544724]",true
166,1,"[64.58812825683523, 45.01445816999493]",true
166,2,"[65.18505672978253, 54.29257106957181]",true
166,3,"[58.966312194332275, 62.360891925927525]",true
166,4,"[50.30288069068703, 65.46565775983242]",true
166,5,"[41.18419742012162, 62.78053719461316]",true
166,6,"[35.31869152414548, 55.25562170372995]",true
166,7,"[35.419214024947586, 45.33746396137481]",true
166,8,"[41.256376678569424, 37.522958769303095]",true
166,9,"[50.01233109915778, 34.74367410597719]",true
166,10,"[60.54144794307485, 38.9936496078651]",true
167,1,"[64.49304294902586, 44.98360458390208]",true
167,2,"[65.12409601670231, 54.21334961997455]",true
167,3,"[58.96812114477986, 62.26091179879463]",true
167,4,"[50.36183986962693, 65.38493626429644]",true
167,5,"[41.27929646895346, 62.74962130125296]",true
167,6,"[35.41290284388668, 55.28894959429769]",true
167,7,"[35.476858263459015, 45.41917497830942]",true
167,8,"[41.28145547284614, 37.61804966909399]",true
167,9,"[49.953176866565975, 34.82429360741001]",true
167,10,"[60.44453020294182, 39.01827414718548]",true
168,1,"[64.39795764121651, 44.95275099780923]",true
168,2,"[65.06313530362209, 54.13412817037729]",true
168,3,"[58.96993009522745, 62.16093167166174]",true
168,4,"[50.42079904856682, 65.30421476876045]",true
168,5,"[41.37439551778529, 62.71870540789276]",true
168,6,"[35.50711416362787, 55.32227748486544]",true
168,7,"[35.534502501970444, 45.50088599524403]",true
168,8,"[41.306534267122856, 37.71314056888489]",true
168,9,"[49.894022633974174, 34.90491310884283]",true
168,10,"[60.3476124628088, 39.04289868650586]",true
169,1,"[64.30287233340715, 44.92189741171639]",true
169,2,"[65.00217459054188, 54.05490672078003]",true
169,3,"[58.97173904567504, 62.060951544528855]",true
169,4,"[50.479758227506714, 65.22349327322446]",true
169,5,"[41.46949456661713, 62.68778951453256]",true
169,6,"[35.60132548336907, 55.355605375433186]",true
169,7,"[35.59214674048187, 45.58259701217865]",true
169,8,"[41.33161306139957, 37.808231468675785]",true
169,9,"[49.83486840138237, 34.98553261027565]",true
169,10,"[60.250694722675775, 39.067523225826235]",true
170,1,"[64.20778702559778, 44.891043825623534]",true
170,2,"[64.94121387746166, 53.97568527118277]",true
170,3,"[58.97354799612262, 61.96097141739596]",true
170,4,"[50.5387174064466, 65.14277177768847]",true
170,5,"[41.56459361544896, 62.656873621172366]",true
170,6,"[35.69553680311026, 55.388933266000926]",true
170,7,"[35.6497909789933, 45.664308029113265]",true
170,8,"[41.35669185567628, 37.90332236846669]",true
170,9,"[49.775714168790564, 35.06615211170847]",true
170,10,"[60.153776982542745, 39.09214776514661]",true
171,1,"[64.11270171778843, 44.86019023953069]",true
171,2,"[64.88025316438144, 53.89646382158551]",true
171,3,"[58.97535694657021, 61.86099129026307]",true
171,4,"[50.597676585386495, 65.06205028215248]",true
171,5,"[41.6596926642808, 62.625957727812164]",true
171,6,"[35.78974812285146, 55.42226115656867]",true
171,7,"[35.70743521750473, 45.746019046047884]",true
171,8,"[41.381770649953, 37.99841326825758]",true
171,9,"[49.71655993619876, 35.14677161314129]",true
171,10,"[60.05685924240972, 39.11677230446699]",true
172,1,"[64.01761640997906, 44.829336653437835]",true
172,2,"[64.81929245130122, 53.81724237198825]",true
172,3,"[58.9771658970178, 61.761011163130185]",true
172,4,"[50.65663576432639, 64.98132878661649]",true
172,5,"[41.75479171311263, 62.59504183445197]",true
172,6,"[35.883959442592655, 55.455589047136414]",true
172,7,"[35.76507945601616, 45.827730062982496]",true
172,8,"[41.406849444229714, 38.09350416804848]",true
172,9,"[49.65740570360696, 35.22739111457411]",true
172,10,"[59.95994150227669, 39.14139684378737]",true
173,1,"[63.92253110216969, 44.79848306734499]",true
173,2,"[64.758331738221, 53.738020922390994]",true
173,3,"[58.97897484746538, 61.6610310359973]",true
173,4,"[50.715594943266275, 64.9006072910805]",true
173,5,"[41.849890761944465, 62.56412594109177]",true
173,6,"[35.978170762333846, 55.48891693770416]",true
173,7,"[35.82272369452759, 45.90944107991711]",true
173,8,"[41.43192823850643, 38.18859506783938]",true
173,9,"[49.59825147101516, 35.308010616006925]",true
173,10,"[59.86302376214367, 39.16602138310775]",true
174,1,"[63.82744579436033, 44.76762948125214]",true
174,2,"[64.69737102514078, 53.65879947279373]",true
174,3,"[58.98078379791297, 61.5610509088644]",true
174,4,"[50.77455412220617, 64.81988579554451]",true
174,5,"[41.9449898107763, 62.53321004773157]",true
174,6,"[36.072382082075045, 55.52224482827191]",true
174,7,"[35.88036793303902, 45.99115209685173]",true
174,8,"[41.457007032783146, 38.28368596763028]",true
174,9,"[49.53909723842336, 35.388630117439746]",true
174,10,"[59.766106022010646, 39.19064592242813]",true
175,1,"[63.73236048655097, 44.73677589515929]",true
175,2,"[64.63641031206056, 53.57957802319647]",true
175,3,"[58.98259274836055, 61.461070781731515]",true
175,4,"[50.83351330114606, 64.73916430000853]",true
175,5,"[42.04008885960814, 62.50229415437137]",true
175,6,"[36.166593401816236, 55.55557271883965]",true
175,7,"[35.93801217155045, 46.07286311378634]",true
175,8,"[41.482085827059855, 38.37877686742117]",true
175,9,"[49.47994300583156, 35.46924961887257]",true
175,10,"[59.66918828187762, 39.21527046174851]",true
176,1,"[63.637275178741604, 44.705922309066445]",true
176,2,"[64.57544959898034, 53.50035657359921]",true
176,3,"[58.98440169880814, 61.36109065459863]",true
176,4,"[50.89247248008595, 64.65844280447253]",true
176,5,"[42.135187908439974, 62.471378261011175]",true
176,6,"[36.260804721557435, 55.588900609407396]",true
176,7,"[35.995656410061876, 46.15457413072096]",true
176,8,"[41.50716462133657, 38.47386776721207]",true
176,9,"[49.42078877323976, 35.54986912030539]",true
176,10,"[59.572270541744594, 39.23989500106889]",true
177,1,"[63.54218987093224, 44.67506872297359]",true
177,2,"[64.51448888590012, 53.42113512400195]",true
177,3,"[58.98621064925573, 61.26111052746573]",true
177,4,"[50.95143165902584, 64.57772130893655]",true
177,5,"[42.23028695727181, 62.44046236765097]",true
177,6,"[36.355016041298626, 55.62222849997514]",true
177,7,"[36.05330064857331, 46.23628514765557]",true
177,8,"[41.53224341561329, 38.56895866700297]",true
177,9,"[49.36163454064795, 35.63048862173821]",true
177,10,"[59.47535280161157, 39.264519540389266]",true
178,1,"[63.44710456312288, 44.644215136880746]",true
178,2,"[64.45352817281992, 53.341913674404694]",true
178,3,"[58.988019599703314, 61.16113040033285]",true
178,4,"[51.01039083796574, 64.49699981340055]",true
178,5,"[42.32538600610364, 62.40954647429078]",true
178,6,"[36.449227361039824, 55.655556390542884]",true
178,7,"[36.110944887084734, 46.317996164590184]",true
178,8,"[41.55732220989, 38.664049566793864]",true
178,9,"[49.30248030805615, 35.71110812317102]",true
178,10,"[59.37843506147854, 39.289144079709644]",true
179,1,"[63.352019255313515, 44.6133615507879]",true
179,2,"[64.3925674597397, 53.26269222480743]",true
179,3,"[58.989828550150904, 61.06115027319996]",true
179,4,"[51.06935001690563, 64.41627831786457]",true
179,5,"[42.420485054935476, 62.378630580930576]",true
179,6,"[36.54343868078102, 55.688884281110624]",true
179,7,"[36.16858912559617, 46.3997071815248]",true
179,8,"[41.58240100416672, 38.75914046658476]",true
179,9,"[49.243326075464346, 35.791727624603844]",true
179,10,"[59.28151732134552, 39.31376861903002]",true
180,1,"[63.25693394750415, 44.58250796469505]",true
180,2,"[64.33160674665947, 53.18347077521017]",true
180,3,"[58.99163750059849, 60.96117014606706]",true
180,4,"[51.12830919584552, 64.33555682232857]",true
180,5,"[42.51558410376731, 62.347714687570374]",true
180,6,"[36.637650000522214, 55.72221217167837]",true
180,7,"[36.2262333641076, 46.481418198459416]",true
180,8,"[41.60747979844343, 38.85423136637566]",true
180,9,"[49.184171842872544, 35.872347126036665]",true
180,10,"[59.18459958121249, 39.3383931583504]",true
181,1,"[63.161848639694796, 44.5516543786022]",true
181,2,"[64.33160674665947, 53.18347077521017]",true
181,3,"[58.993446451046076, 60.86119001893418]",true
181,4,"[51.18726837478541, 64.25483532679259]",true
181,5,"[42.610683152599144, 62.31679879421018]",true
181,6,"[36.731861320263405, 55.75554006224611]",true
181,7,"[36.28387760261903, 46.56312921539403]",true
181,8,"[41.632558592720144, 38.949322266166554]",true
181,9,"[49.12501761028074, 35.952966627469486]",true
181,10,"[59.087681841079466, 39.36301769767078]",true
182,1,"[63.066763331885426, 44.52080079250935]",true
182,2,"[64.27013648695373, 53.10460614844998]",true
182,3,"[58.995255401493665, 60.761209891801286]",true
182,4,"[51.246227553725305, 64.17411383125659]",true
182,5,"[42.70578220143098, 62.28588290084998]",true
182,6,"[36.731861320263405, 55.75554006224611]",true
182,7,"[36.34152184113046, 46.64484023232865]",true
182,8,"[41.65763738699686, 39.04441316595745]",true
182,9,"[49.12501761028074, 35.952966627469486]",true
182,10,"[58.99076410094644, 39.387642236991155]",true
183,1,"[62.97167802407607, 44.4899472064165]",true
183,2,"[64.20866622724799, 53.02574152168979]",true
183,3,"[58.99706435194125, 60.6612297646684]",true
183,4,"[51.30518673266519, 64.09339233572061]",true
183,5,"[42.70578220143098, 62.28588290084998]",true
183,6,"[36.82765164173924, 55.78419257097096]",true
183,7,"[36.380012060766965, 46.699400324885204]",true
183,8,"[41.68271618127358, 39.13950406574835]",true
183,9,"[49.06525603815888, 36.03311932622324]",true
183,10,"[58.9260202672458, 39.40409213642675]",true
184,1,"[62.9067693753505, 44.46888543959086]",true
184,2,"[64.14719596754225, 52.9468768949296]",true
184,3,"[58.99887330238884, 60.56124963753551]",true
184,4,"[51.34557416443105, 64.03809757158692]",true
184,5,"[42.80023675949183, 62.267923765684294]",true
184,6,"[36.92344196321507, 55.8128450796958]",true
184,7,"[36.380012060766965, 46.699400324885204]",true
184,8,"[41.70779497555029, 39.23459496553925]",true
184,9,"[49.005494466037014, 36.11327202497701]",true
184,10,"[58.9260202672458, 39.40409213642675]",true
185,1,"[62.9067693753505, 44.46888543959086]",true
185,2,"[64.0857257078365, 52.868012268169416]",true
185,3,"[59.000082232050545, 60.49443247212693]",true
185,4,"[51.34557416443105, 64.03809757158692]",true
185,5,"[42.89469131755269, 62.24996463051861]",true
185,6,"[37.01923228469091, 55.841497588420644]",true
185,7,"[36.380012060766965, 46.699400324885204]",true
185,8,"[41.74424093101634, 39.37278656521372]",true
185,9,"[48.94573289391514, 36.193424723730764]",true
185,10,"[58.9260202672458, 39.40409213642675]",true
186,1,"[62.9067693753505, 44.46888543959086]",true
186,2,"[64.02425544813076, 52.78914764140922]",true
186,3,"[59.000082232050545, 60.49443247212693]",true
186,4,"[51.34557416443105, 64.03809757158692]",true
186,5,"[42.989145875613545, 62.23200549535293]",true
186,6,"[37.11502260616674, 55.87015009714549]",true
186,7,"[36.380012060766965, 46.699400324885204]",true
186,8,"[41.74424093101634, 39.37278656521372]",true
186,9,"[48.88597132179328, 36.27357742248453]",true
186,10,"[58.9260202672458, 39.40409213642675]",true
187,1,"[62.9067693753505, 44.46888543959086]",true
187,2,"[63.962785188425016, 52.710283014649036]",true
187,3,"[59.000082232050545, 60.49443247212693]",true
187,4,"[51.34557416443105, 64.03809757158692]",true
187,5,"[43.0836004336744, 62.21404636018725]",true
187,6,"[37.21081292764257, 55.89880260587034]",true
187,7,"[36.380012060766965, 46.699400324885204]",true
187,8,"[41.74424093101634, 39.37278656521372]",true
187,9,"[48.82620974967141, 36.353730121238286]",true
187,10,"[58.9260202672458, 39.40409213642675]",true
188,1,"[62.9067693753505, 44.46888543959086]",true
188,2,"[63.90131492871927, 52.63141838788885]",true
188,3,"[59.000082232050545, 60.49443247212693]",true
188,4,"[51.34557416443105, 64.03809757158692]",true
188,5,"[43.17805499173525, 62.196087225021564]",true
188,6,"[37.3066032491184, 55.927455114595176]",true
188,7,"[36.380012060766965, 46.699400324885204]",true
188,8,"[41.74424093101634, 39.37278656521372]",true
