time,id,pos,in_network
334,8,"[37.983961853883514, 42.70954732856989]",true
334,9,"[42.84817266541274, 40.53522802099068]",true
334,10,"[52.88919570691983, 40.684761519901535]",true
335,1,"[65.08033468120176, 47.32159030995759]",true
335,2,"[65.08136830504357, 51.81262341646257]",true
335,3,"[61.26666091752552, 59.18503086698422]",true
335,4,"[53.66034239083911, 61.72153954268036]",true
335,5,"[48.005618242672526, 60.257919964996994]",true
335,6,"[42.70555983792404, 53.28757034308985]",true
335,7,"[38.5332777693263, 48.668322020095005]",true
335,8,"[37.93933004855387, 42.70421602959338]",true
335,9,"[42.82685186580032, 40.566893539894664]",true
335,10,"[52.81028077174878, 40.7439402326908]",true
336,1,"[64.98890501060207, 47.30963339385754]",true
336,2,"[65.08136830504357, 51.81262341646257]",true
336,3,"[61.26523322727499, 59.16345721111209]",true
336,4,"[53.66034239083911, 61.72153954268036]",true
336,5,"[48.080493829974415, 60.19323958647489]",true
336,6,"[42.764622684437825, 53.33968005301653]",true
336,7,"[38.54797475008475, 48.68665936142451]",true
336,8,"[37.89469824322422, 42.698884730616875]",true
336,9,"[42.8055310661879, 40.59855905879866]",true
336,10,"[52.73136583657773, 40.80311894548007]",true
337,1,"[64.89747534000237, 47.297676477757484]",true
337,2,"[65.08136830504357, 51.81262341646257]",true
337,3,"[61.26380553702446, 59.141883555239964]",true
337,4,"[53.66034239083911, 61.72153954268036]",true
337,5,"[48.155369417276304, 60.128559207952776]",true
337,6,"[42.8236855309516, 53.39178976294321]",true
337,7,"[38.5626717308432, 48.704996702754016]",true
337,8,"[37.85006643789457, 42.69355343164037]",true
337,9,"[42.82668859282086, 40.570262126723996]",true
337,10,"[52.652450901406674, 40.86229765826934]",true
338,1,"[64.80604566940269, 47.28571956165744]",true
338,2,"[65.08136830504357, 51.81262341646257]",true
338,3,"[61.26237784677394, 59.12030989936783]",true
338,4,"[53.66034239083911, 61.72153954268036]",true
338,5,"[48.230245004578194, 60.063878829430664]",true
338,6,"[42.882748377465376, 53.443899472869894]",true
338,7,"[38.57736871160164, 48.72333404408353]",true
338,8,"[37.80543463256492, 42.68822213266387]",true
338,9,"[42.879990120081295, 40.49659068881901]",true
338,10,"[52.573535966235625, 40.92147637105862]",true
339,1,"[64.714615998803, 47.27376264555738]",true
339,2,"[65.08136830504357, 51.81262341646257]",true
339,3,"[61.26095015652341, 59.09873624349571]",true
339,4,"[53.66034239083911, 61.72153954268036]",true
339,5,"[48.30512059188008, 59.99919845090856]",true
339,6,"[42.94181122397915, 53.49600918279658]",true
339,7,"[38.592065692360094, 48.741671385413035]",true
339,8,"[37.76080282723527, 42.68289083368736]",true
339,9,"[42.93329164734173, 40.422919250914035]",true
339,10,"[52.49462103106457, 40.980655083847886]",true
340,1,"[64.62318632820332, 47.26180572945733]",true
340,2,"[65.08136830504357, 51.81262341646257]",true
340,3,"[61.25952246627288, 59.077162587623576]",true
340,4,"[53.66034239083911, 61.72153954268036]",true
340,5,"[48.379996179181965, 59.93451807238645]",true
340,6,"[43.00087407049293, 53.54811889272326]",true
340,7,"[38.606762673118546, 48.76000872674254]",true
340,8,"[37.716171021905616, 42.67755953471085]",true
340,9,"[42.98659317460217, 40.34924781300906]",true
340,10,"[52.415706095893526, 41.039833796637154]",true
341,1,"[64.53175665760362, 47.249848813357275]",true
341,2,"[65.08136830504357, 51.81262341646257]",true
341,3,"[61.258094776022354, 59.05558893175145]",true
341,4,"[53.66034239083911, 61.72153954268036]",true
341,5,"[48.454871766483855, 59.86983769386434]",true
341,6,"[43.0599369170067, 53.60022860264994]",true
341,7,"[38.621459653877, 48.77834606807205]",true
341,8,"[37.671539216575965, 42.672228235734345]",true
341,9,"[43.03989470186261, 40.27557637510408]",true
341,10,"[52.33679116072247, 41.09901250942642]",true
342,1,"[64.44032698700394, 47.23789189725722]",true
342,2,"[65.08136830504357, 51.81262341646257]",true
342,3,"[61.256667085771824, 59.03401527587932]",true
342,4,"[53.66034239083911, 61.72153954268036]",true
342,5,"[48.529747353785744, 59.80515731534223]",true
342,6,"[43.11899976352048, 53.652338312576624]",true
342,7,"[38.63615663463545, 48.79668340940156]",true
342,8,"[37.626907411246314, 42.66689693675784]",true
342,9,"[43.09319622912304, 40.201904937199096]",true
342,10,"[52.25787622555142, 41.1581912222157]",true
343,1,"[64.34889731640425, 47.225934981157174]",true
343,2,"[65.08136830504357, 51.81262341646257]",true
343,3,"[61.2552393955213, 59.01244162000719]",true
343,4,"[53.66034239083911, 61.72153954268036]",true
343,5,"[48.604622941087634, 59.74047693682012]",true
343,6,"[43.17806261003425, 53.70444802250331]",true
343,7,"[38.6508536153939, 48.815020750731065]",true
343,8,"[37.582275605916664, 42.66156563778133]",true
343,9,"[43.146497756383475, 40.12823349929412]",true
343,10,"[52.178961290380364, 41.21736993500497]",true
344,1,"[64.25746764580457, 47.21397806505712]",true
344,2,"[65.08136830504357, 51.81262341646257]",true
344,3,"[61.25381170527077, 58.99086796413506]",true
344,4,"[53.66034239083911, 61.72153954268036]",true
344,5,"[48.67949852838952, 59.67579655829801]",true
344,6,"[43.23712545654803, 53.75655773242999]",true
344,7,"[38.66555059615234, 48.83335809206057]",true
344,8,"[37.53764380058701, 42.65623433880483]",true
344,9,"[43.19979928364391, 40.054562061389134]",true
344,10,"[52.100046355209315, 41.276548647794236]",true
345,1,"[64.16603797520487, 47.202021148957066]",true
345,2,"[65.08136830504357, 51.81262341646257]",true
345,3,"[61.25238401502024, 58.96929430826293]",true
345,4,"[53.66034239083911, 61.72153954268036]",true
345,5,"[48.75437411569141, 59.611116179775905]",true
345,6,"[43.296188303061804, 53.808667442356665]",true
345,7,"[38.680247576910794, 48.851695433390084]",true
345,8,"[37.49301199525737, 42.65090303982832]",true
345,9,"[43.25310081090435, 39.980890623484164]",true
345,10,"[52.021131420038266, 41.335727360583505]",true
346,1,"[64.07460830460519, 47.19006423285701]",true
346,2,"[65.08136830504357, 51.81262341646257]",true
346,3,"[61.25095632476972, 58.94772065239081]",true
346,4,"[53.66034239083911, 61.72153954268036]",true
346,5,"[48.8292497029933, 59.54643580125379]",true
346,6,"[43.35525114957558, 53.86077715228335]",true
346,7,"[38.694944557669245, 48.87003277471959]",true
346,8,"[37.44838018992772, 42.645571740851814]",true
346,9,"[43.30640233816479, 39.90721918557918]",true
346,10,"[51.94221648486721, 41.39490607337278]",true
347,1,"[63.9831786340055, 47.178107316756964]",true
347,2,"[65.08136830504357, 51.81262341646257]",true
347,3,"[61.24952863451919, 58.926146996518675]",true
347,4,"[53.66034239083911, 61.72153954268036]",true
347,5,"[48.90412529029519, 59.48175542273169]",true
347,6,"[43.414313996089355, 53.91288686221003]",true
347,7,"[38.7096415384277, 48.888370116049096]",true
347,8,"[37.40374838459807, 42.64024044187531]",true
347,9,"[43.359703865425224, 39.8335477476742]",true
347,10,"[51.86330154969616, 41.45408478616205]",true
348,1,"[63.89174896340581, 47.16615040065691]",true
348,2,"[65.08136830504357, 51.81262341646257]",true
348,3,"[61.24810094426866, 58.90457334064655]",true
348,4,"[53.66034239083911, 61.72153954268036]",true
348,5,"[48.97900087759708, 59.417075044209575]",true
348,6,"[43.47337684260314, 53.96499657213671]",true
348,7,"[38.72433851918615, 48.90670745737861]",true
348,8,"[37.35911657926842, 42.6349091428988]",true
348,9,"[43.413005392685655, 39.75987630976922]",true
348,10,"[51.784386614525104, 41.51326349895132]",true
349,1,"[63.80031929280612, 47.154193484556856]",true
349,2,"[65.08136830504357, 51.81262341646257]",true
349,3,"[61.246673254018134, 58.88299968477442]",true
349,4,"[53.66034239083911, 61.72153954268036]",true
349,5,"[49.05387646489897, 59.35239466568746]",true
349,6,"[43.52049143249302, 54.01922468092694]",true
349,7,"[38.73903549994459, 48.925044798708115]",true
349,8,"[37.314484773938766, 42.62957784392229]",true
349,9,"[43.46630691994609, 39.68620487186424]",true
349,10,"[51.705471679354055, 41.572442211740594]",true
350,1,"[63.708889622206435, 47.1422365684568]",true
350,2,"[65.08136830504357, 51.81262341646257]",true
350,3,"[61.245245563767604, 58.861426028902294]",true
350,4,"[53.66034239083911, 61.72153954268036]",true
350,5,"[49.12875205220085, 59.28771428716536]",true
350,6,"[43.566785670787866, 54.07359823619872]",true
350,7,"[38.75373248070304, 48.94338214003762]",true
350,8,"[37.269852968609115, 42.62424654494579]",true
350,9,"[43.51960844720653, 39.612533433959264]",true
350,10,"[51.626556744183006, 41.63162092452986]",true
351,1,"[63.61745995160675, 47.13027965235675]",true
351,2,"[65.08136830504357, 51.81262341646257]",true
351,3,"[61.243817873517074, 58.83985237303016]",true
351,4,"[53.66034239083911, 61.72153954268036]",true
351,5,"[49.20362763950274, 59.22303390864325]",true
351,6,"[43.61307990908272, 54.1279717914705]",true
351,7,"[38.768429461461494, 48.961719481367126]",true
351,8,"[37.225221163279464, 42.61891524596928]",true
351,9,"[43.57290997446697, 39.53886199605429]",true
351,10,"[51.54764180901196, 41.69079963731913]",true
352,1,"[63.52603028100706, 47.1183227362567]",true
352,2,"[65.08136830504357, 51.81262341646257]",true
352,3,"[61.24239018326655, 58.81827871715804]",true
352,4,"[53.66034239083911, 61.72153954268036]",true
352,5,"[49.27850322680463, 59.15835353012114]",true
352,6,"[43.65937414737757, 54.18234534674228]",true
352,7,"[38.784887537991565, 48.89524087263224]",true
352,8,"[37.18058935794981, 42.613583946992776]",true
352,9,"[43.626211501727404, 39.4651905581493]",true
352,10,"[51.4687268738409, 41.7499783501084]",true
353,1,"[63.43460061040737, 47.10636582015665]",true
353,2,"[65.08136830504357, 51.81262341646257]",true
353,3,"[61.24096249301602, 58.796705061285905]",true
353,4,"[53.7447114713526, 61.76438664618666]",true
353,5,"[49.35337881410652, 59.09367315159903]",true
353,6,"[43.705668385672425, 54.23671890201406]",true
353,7,"[38.801564103841116, 48.81823962253457]",true
353,8,"[37.13595755262016, 42.60825264801627]",true
353,9,"[43.67951302898784, 39.391519120244325]",true
353,10,"[51.38981193866985, 41.809157062897675]",true
354,1,"[63.34317093980768, 47.09440890405659]",true
354,2,"[65.08136830504357, 51.81262341646257]",true
354,3,"[61.23953480276549, 58.775131405413774]",true
354,4,"[53.829080551866085, 61.80723374969295]",true
354,5,"[49.42825440140841, 59.02899277307692]",true
354,6,"[43.75196262396727, 54.29109245728584]",true
354,7,"[38.81824066969067, 48.7412383724369]",true
354,8,"[37.09132574729051, 42.60292134903976]",true
354,9,"[43.73281455624828, 39.31784768233935]",true
354,10,"[51.310897003498795, 41.868335775686944]",true
355,1,"[63.251741269208, 47.08245198795654]",true
355,2,"[65.00542520743416, 51.82414492808371]",true
355,3,"[61.23810711251497, 58.75355774954165]",true
355,4,"[53.91344963237957, 61.85008085319924]",true
355,5,"[49.5031299887103, 58.96431239455482]",true
355,6,"[43.79825686226213, 54.345466012557615]",true
355,7,"[38.83491723554022, 48.66423712233923]",true
355,8,"[37.04669394196086, 42.59759005006325]",true
355,9,"[43.78611608350871, 39.24417624443437]",true
355,10,"[51.23198206832775, 41.92751448847621]",true
356,1,"[63.16031159860831, 47.070495071856485]",true
356,2,"[64.92948210982473, 51.83566643970485]",true
356,3,"[61.23667942226444, 58.73198409366952]",true
356,4,"[53.99781871289306, 61.892927956705535]",true
356,5,"[49.57800557601219, 58.899632016032704]",true
356,6,"[43.84455110055698, 54.399839567829396]",true
356,7,"[38.85159380138977, 48.58723587224155]",true
356,8,"[37.00206213663121, 42.59225875108675]",true
356,9,"[43.83941761076915, 39.17050480652939]",true
356,10,"[51.153067133156696, 41.98669320126548]",true
357,1,"[63.06888192800862, 47.05853815575644]",true
357,2,"[64.85353901221531, 51.84718795132599]",true
357,3,"[61.23525173201391, 58.71041043779739]",true
357,4,"[54.08218779340655, 61.935775060211824]",true
357,5,"[49.65288116331408, 58.83495163751059]",true
357,6,"[43.89084533885183, 54.45421312310118]",true
357,7,"[38.86827036723932, 48.51023462214388]",true
357,8,"[36.95743033130156, 42.586927452110245]",true
357,9,"[43.892719138029584, 39.09683336862441]",true
357,10,"[51.07415219798565, 42.04587191405476]",true
358,1,"[62.97745225740893, 47.04658123965638]",true
358,2,"[64.77759591460588, 51.85870946294714]",true
358,3,"[61.233824041763384, 58.68883678192526]",true
358,4,"[54.16655687392004, 61.97862216371812]",true
358,5,"[49.72775675061597, 58.77027125898849]",true
358,6,"[43.93713957714668, 54.50858667837296]",true
358,7,"[38.88494693308887, 48.4332333720462]",true
358,8,"[36.91279852597191, 42.58159615313374]",true
358,9,"[43.94602066529002, 39.02316193071943]",true
358,10,"[50.98786053475612, 42.077180237715595]",true
359,1,"[62.97745225740893, 47.04658123965638]",true
359,2,"[64.70165281699647, 51.87023097456828]",true
359,3,"[61.232396351512854, 58.667263126053136]",true
359,4,"[54.25092595443352, 62.02146926722441]",true
359,5,"[49.802632337917856, 58.705590880466374]",true
359,6,"[43.983433815441536, 54.56296023364474]",true
359,7,"[38.90162349893841, 48.35623212194853]",true
359,8,"[36.86816672064226, 42.57626485415723]",true
359,9,"[43.99932219255046, 38.94949049281445]",true
359,10,"[50.89318610720784, 42.07681721580369]",true
360,1,"[62.90041882191411, 46.985116916396954]",true
360,2,"[64.62570971938705, 51.88175248618942]",true
360,3,"[61.230968661262324, 58.645689470181004]",true
360,4,"[54.335295034947, 62.0643163707307]",true
360,5,"[49.87750792521974, 58.64091050194427]",true
360,6,"[44.029728053736385, 54.61733378891652]",true
360,7,"[38.918300064787964, 48.279230871850864]",true
360,8,"[36.823534915312614, 42.57093355518072]",true
360,9,"[44.05262371981089, 38.87581905490947]",true
360,10,"[50.79851167965956, 42.07645419389179]",true
361,1,"[62.82338538641928, 46.92365259313752]",true
361,2,"[64.54976662177762, 51.89327399781056]",true
361,3,"[61.2295409710118, 58.62411581430888]",true
361,4,"[54.41966411546049, 62.107163474237]",true
361,5,"[49.95238351252163, 58.57623012342216]",true
361,6,"[44.07602229203124, 54.6717073441883]",true
361,7,"[38.934976630637514, 48.20222962175319]",true
361,8,"[36.77890310998296, 42.565602256204215]",true
361,9,"[44.105925247071326, 38.80214761700449]",true
361,10,"[50.70383725211128, 42.07609117197989]",true
362,1,"[62.746351950924456, 46.86218826987808]",true
362,2,"[64.47382352416821, 51.9047955094317]",true
362,3,"[61.22811328076127, 58.60254215843675]",true
362,4,"[54.50403319597398, 62.15001057774329]",true
362,5,"[50.02725909982352, 58.51154974490005]",true
362,6,"[44.122316530326096, 54.72608089946008]",true
362,7,"[38.951653196487065, 48.12522837165552]",true
362,8,"[36.73427130465331, 42.56027095722771]",true
362,9,"[44.15922677433176, 38.728476179099516]",true
362,10,"[50.70383725211128, 42.07609117197989]",true
363,1,"[62.66931851542963, 46.80072394661864]",true
363,2,"[64.39788042655879, 51.91631702105284]",true
363,3,"[61.22668559051074, 58.58096850256462]",true
363,4,"[54.588402276487464, 62.192857681249585]",true
363,5,"[50.10213468712541, 58.44686936637794]",true
363,6,"[44.168610768620944, 54.78045445473186]",true
363,7,"[38.968329762336616, 48.04822712155784]",true
363,8,"[36.68963949932366, 42.55493965825121]",true
363,9,"[44.2125283015922, 38.65480474119453]",true
363,10,"[50.614361006669995, 42.12052652022142]",true
364,1,"[62.592285079934804, 46.7392596233592]",true
364,2,"[64.32193732894936, 51.92783853267398]",true
364,3,"[61.22525790026022, 58.55939484669249]",true
364,4,"[54.672771357000954, 62.235704784755875]",true
364,5,"[50.181529173298266, 58.38949060391808]",true
364,6,"[44.2149050069158, 54.83482801000364]",true
364,7,"[38.98500632818617, 47.97122587146016]",true
364,8,"[36.64500769399401, 42.5496083592747]",true
364,9,"[44.26582982885264, 38.581133303289555]",true
364,10,"[50.52488476122871, 42.164961868462946]",true
365,1,"[62.515251644439985, 46.677795300099774]",true
365,2,"[64.24599423133995, 51.93936004429512]",true
365,3,"[61.22383021000969, 58.53782119082037]",true
365,4,"[54.75714043751444, 62.27855188826217]",true
365,5,"[50.26311858041461, 58.33565838464804]",true
365,6,"[44.26119924521065, 54.889201565275414]",true
365,7,"[39.00168289403571, 47.8942246213625]",true
365,8,"[36.60037588866436, 42.54427706029819]",true
365,9,"[44.31913135611307, 38.50746186538458]",true
365,10,"[50.43540851578743, 42.209397216704474]",true
366,1,"[62.43821820894516, 46.61633097684034]",true
366,2,"[64.17005113373052, 51.95088155591627]",true
366,3,"[61.22240251975916, 58.516247534948235]",true
366,4,"[54.84150951802793, 62.32139899176846]",true
366,5,"[50.34470798753096, 58.281826165378]",true
366,6,"[44.3074934835055, 54.943575120547195]",true
366,7,"[39.01835945988526, 47.817223371264824]",true
366,8,"[36.55574408333471, 42.538945761321685]",true
366,9,"[44.372432883373506, 38.4337904274796]",true
366,10,"[50.34593227034615, 42.253832564946]",true
367,1,"[62.36118477345033, 46.5548666535809]",true
367,2,"[64.0941080361211, 51.96240306753741]",true
367,3,"[61.220974829508634, 58.4946738790761]",true
367,4,"[54.92587859854141, 62.36424609527476]",true
367,5,"[50.42629739464731, 58.22799394610796]",true
367,6,"[44.35378772180035, 54.997948675818975]",true
367,7,"[39.03503602573481, 47.74022212116715]",true
367,8,"[36.51111227800506, 42.53361446234518]",true
367,9,"[44.42573441063394, 38.360118989574616]",true
367,10,"[50.256456024904864, 42.29826791318753]",true
368,1,"[62.28415133795551, 46.493402330321466]",true
368,2,"[64.01816493851169, 51.97392457915855]",true
368,3,"[61.219547139258104, 58.47310022320398]",true
368,4,"[55.0102476790549, 62.40709319878105]",true
368,5,"[50.42629739464731, 58.22799394610796]",true
368,6,"[44.40008196009521, 55.052322231090756]",true
368,7,"[39.05171259158436, 47.66322087106948]",true
368,8,"[36.46648047267541, 42.52828316336867]",true
368,9,"[44.47903593789438, 38.28644755166964]",true
368,10,"[50.16697977946358, 42.34270326142906]",true
369,1,"[62.20711790246068, 46.43193800706203]",true
369,2,"[63.94222184090226, 51.98544609077969]",true
369,3,"[61.218119449007574, 58.45152656733185]",true
369,4,"[55.09461675956839, 62.449940302287345]",true
369,5,"[50.51787980152866, 58.26456604671651]",true
369,6,"[44.44637619839006, 55.106695786362536]",true
369,7,"[39.06838915743391, 47.586219620971804]",true
369,8,"[36.421848667345756, 42.52295186439217]",true
369,9,"[44.53233746515482, 38.212776113764654]",true
369,10,"[50.07750353402229, 42.387138609670586]",true
370,1,"[62.13008446696586, 46.370473683802594]",true
370,2,"[63.866278743292845, 51.99696760240083]",true
370,3,"[61.21669175875705, 58.42995291145972]",true
370,4,"[55.17898584008187, 62.492787405793635]",true
370,5,"[50.609462208409994, 58.30113814732506]",true
370,6,"[44.49267043668491, 55.16106934163432]",true
370,7,"[39.08506572328346, 47.50921837087413]",true
370,8,"[36.37721686201611, 42.51762056541566]",true
370,9,"[44.58563899241525, 38.139104675859684]",true
370,10,"[49.988027288581016, 42.431573957912114]",true
371,1,"[62.053051031471036, 46.30900936054316]",true
371,2,"[63.79033564568342, 52.00848911402197]",true
371,3,"[61.21526406850652, 58.40837925558759]",true
371,4,"[55.263354920595354, 62.535634509299925]",true
371,5,"[50.701044615291345, 58.33771024793362]",true
371,6,"[44.53896467497976, 55.2154428969061]",true
371,7,"[39.101742289133014, 47.43221712077646]",true
371,8,"[36.33258505668646, 42.512289266439154]",true
371,9,"[44.638940519675685, 38.0654332379547]",true
371,10,"[49.89855104313973, 42.47600930615364]",true
372,1,"[61.97601759597621, 46.24754503728372]",true
372,2,"[63.714392548074, 52.02001062564311]",true
372,3,"[61.21383637825599, 58.386805599715466]",true
372,4,"[55.347724001108844, 62.57848161280622]",true
372,5,"[50.79262702217269, 58.374282348542174]",true
372,6,"[44.585258913274615, 55.26981645217788]",true
372,7,"[39.11841885498256, 47.355215870678784]",true
372,8,"[36.28795325135681, 42.50695796746265]",true
372,9,"[44.69224204693612, 37.99176180004972]",true
372,10,"[49.80907479769845, 42.52044465439517]",true
373,1,"[61.89898416048138, 46.186080714024285]",true
373,2,"[63.63844945046458, 52.03153213726426]",true
373,3,"[61.21240868800547, 58.365231943843334]",true
373,4,"[55.432093081622334, 62.62132871631251]",true
373,5,"[50.88420942905404, 58.41085444915073]",true
373,6,"[44.63155315156947, 55.32419000744966]",true
373,7,"[39.13509542083211, 47.27821462058111]",true
373,8,"[36.24332144602716, 42.50162666848614]",true
373,9,"[44.73856400540954, 37.92820995389458]",true
373,10,"[49.71959855225716, 42.564880002636706]",true
374,1,"[61.82195072498656, 46.12461639076485]",true
374,2,"[63.56250635285516, 52.0430536488854]",true
374,3,"[61.21098099775494, 58.34365828797121]",true
374,4,"[55.516462162135824, 62.66417581981881]",true
374,5,"[50.97579183593538, 58.447426549759285]",true
374,6,"[44.67784738986432, 55.37856356272144]",true
374,7,"[39.15177198668166, 47.20121337048344]",true
374,8,"[36.19868964069751, 42.49629536950963]",true
374,9,"[44.72276030435438, 37.954733344591894]",true
374,10,"[49.63012230681588, 42.609315350878234]",true
375,1,"[61.74491728949174, 46.06315206750542]",true
375,2,"[63.48656325524574, 52.05457516050654]",true
375,3,"[61.20955330750441, 58.32208463209908]",true
375,4,"[55.6008312426493, 62.7070229233251]",true
375,5,"[51.067374242816726, 58.48399865036784]",true
375,6,"[44.72414162815917, 55.43293711799321]",true
375,7,"[39.16844855253121, 47.124212120385764]",true
375,8,"[36.15405783536786, 42.49096407053313]",true
375,9,"[44.70695660329922, 37.9812567352892]",true
375,10,"[49.5406460613746, 42.653750699119755]",true
376,1,"[61.66788385399691, 46.001687744245984]",true
376,2,"[63.41062015763632, 52.06609667212768]",true
376,3,"[61.208125617253884, 58.30051097622695]",true
376,4,"[55.68520032316279, 62.749870026831395]",true
376,5,"[51.15895664969807, 58.52057075097639]",true
376,6,"[44.77043586645402, 55.48731067326499]",true
376,7,"[39.18512511838076, 47.04721087028809]",true
376,8,"[36.10722093937769, 42.49159144943452]",true
376,9,"[44.691152902244056, 38.007780125986514]",true
376,10,"[49.45116981593332, 42.69818604736128]",true
377,1,"[61.590850418502086, 45.94022342098655]",true
377,2,"[63.3346770600269, 52.07761818374882]",true
377,3,"[61.206697927003354, 58.27893732035482]",true
377,4,"[55.76956940367628, 62.792717130337685]",true
377,5,"[51.25053905657942, 58.55714285158495]",true
377,6,"[44.81673010474888, 55.541684228536774]",true
377,7,"[39.20180168423031, 46.97020962019042]",true
377,8,"[36.035172456024966, 42.56034651604223]",true
377,9,"[44.67534920118889, 38.03430351668383]",true
377,10,"[49.36169357049203, 42.74262139560282]",true
378,1,"[61.51381698300726, 45.87875909772711]",true
378,2,"[63.25873396241748, 52.08913969536996]",true
378,3,"[61.205270236752824, 58.25736366448269]",true
378,4,"[55.85393848418977, 62.83556423384398]",true
378,5,"[51.342121463460764, 58.5937149521935]",true
378,6,"[44.863024343043726, 55.596057783808554]",true
378,7,"[39.21847825007986, 46.893208370092744]",true
378,8,"[35.96312397267224, 42.629101582649945]",true
378,9,"[44.659545500133724, 38.060826907381134]",true
378,10,"[49.27221732505075, 42.787056743844346]",true
379,1,"[61.436783547512434, 45.817294774467676]",true
379,2,"[63.182790864808055, 52.100661206991106]",true
379,3,"[61.2038425465023, 58.235790008610564]",true
379,4,"[55.93830756470325, 62.87841133735027]",true
379,5,"[51.433703870342114, 58.63028705280205]",true
379,6,"[44.90931858133858, 55.650431339080335]",true
379,7,"[39.23515481592941, 46.81620711999507]",true
379,8,"[35.89107548931951, 42.69785664925766]",true
379,9,"[44.64374179907856, 38.08735029807845]",true
379,10,"[49.182741079609464, 42.831492092085874]",true
380,1,"[61.359750112017615, 45.75583045120824]",true
380,2,"[63.10684776719864, 52.112182718612246]",true
380,3,"[61.20241485625177, 58.21421635273843]",true
380,4,"[56.022676645216734, 62.92125844085656]",true
380,5,"[51.52528627722346, 58.666859153410606]",true
380,6,"[44.95561281963343, 55.704804894352115]",true
380,7,"[39.251831381778956, 46.739205869897404]",true
380,8,"[35.819027005966795, 42.76661171586536]",true
380,9,"[44.6279380980234, 38.11387368877576]",true
380,10,"[49.09326483416819, 42.8759274403274]",true
381,1,"[61.28271667652279, 45.694366127948804]",true
381,2,"[63.03090466958922, 52.123704230233386]",true
381,3,"[61.20098716600125, 58.19264269686631]",true
381,4,"[56.107045725730224, 62.96410554436286]",true
381,5,"[51.6168686841048, 58.703431254019165]",true
381,6,"[45.001907057928285, 55.759178449623896]",true
381,7,"[39.26850794762851, 46.662204619799724]",true
381,8,"[35.74697852261407, 42.83536678247307]",true
381,9,"[44.61213439696824, 38.14039707947307]",true
381,10,"[49.0037885887269, 42.92036278856893]",true
382,1,"[61.20568324102796, 45.63290180468937]",true
382,2,"[62.954961571979794, 52.135225741854526]",true
382,3,"[61.19955947575072, 58.171069040994176]",true
382,4,"[56.19141480624371, 63.00695264786915]",true
382,5,"[51.70845109098615, 58.74000335462772]",true
382,6,"[45.048201296223134, 55.813552004895676]",true
382,7,"[39.28518451347806, 46.58520336970205]",true
382,8,"[35.67493003926135, 42.90412184908079]",true
382,9,"[44.596330695913075, 38.16692047017038]",true
382,10,"[48.914312343285616, 42.96479813681046]",true
383,1,"[61.128649805533136, 45.57143748142993]",true
383,2,"[62.879018474370376, 52.14674725347567]",true
383,3,"[61.19813178550019, 58.14949538512205]",true
383,4,"[56.275783886757196, 63.049799751375446]",true
383,5,"[51.800033497867496, 58.77657545523628]",true
383,6,"[45.09449553451799, 55.86792556016746]",true
383,7,"[39.30186107932761, 46.50820211960438]",true
383,8,"[35.60288155590862, 42.972876915688495]",true
383,9,"[44.58052699485791, 38.193443860867696]",true
383,10,"[48.82483609784433, 43.009233485051986]",true
384,1,"[61.05161637003832, 45.509973158170496]",true
384,2,"[62.80307537676095, 52.15826876509681]",true
384,3,"[61.196704095249665, 58.12792172924992]",true
384,4,"[56.360152967270686, 63.092646854881735]",true
384,5,"[51.891615904748846, 58.81314755584483]",true
384,6,"[45.140789772812845, 55.92229911543924]",true
384,7,"[39.31853764517716, 46.431200869506704]",true
384,8,"[35.53083307255589, 43.04163198229621]",true
384,9,"[44.56472329380275, 38.21996725156501]",true
384,10,"[48.73535985240305, 43.053668833293514]",true
385,1,"[60.97458293454349, 45.44850883491106]",true
385,2,"[62.72713227915153, 52.16979027671795]",true
385,3,"[61.195276404999134, 58.106348073377795]",true
385,4,"[56.444522047784176, 63.13549395838803]",true
385,5,"[51.98319831163019, 58.84971965645338]",true
385,6,"[45.18708401110769, 55.97667267071102]",true
385,7,"[39.33521421102671, 46.35419961940903]",true
385,8,"[35.45878458920317, 43.11038704890392]",true
385,9,"[44.54891959274759, 38.24649064226232]",true
385,10,"[48.64588360696176, 43.09810418153504]",true
386,1,"[60.897549499048665, 45.38704451165163]",true
386,2,"[62.651189181542115, 52.18131178833909]",true
386,3,"[61.193848714748604, 58.08477441750566]",true
386,4,"[56.52889112829766, 63.17834106189432]",true
386,5,"[52.07478071851153, 58.88629175706193]",true
386,6,"[45.23337824940254, 56.03104622598279]",true
386,7,"[39.35189077687625, 46.277198369311364]",true
386,8,"[35.38673610585045, 43.179142115511624]",true
386,9,"[44.533115891692425, 38.27301403295963]",true
386,10,"[48.556407361520485, 43.14253952977657]",true
387,1,"[60.82051606355384, 45.325580188392195]",true
387,2,"[62.57524608393269, 52.192833299960235]",true
387,3,"[61.19242102449808, 58.06320076163354]",true
387,4,"[56.61326020881114, 63.22118816540062]",true
387,5,"[52.16636312539288, 58.92286385767049]",true
387,6,"[45.28142712047041, 56.06255668829371]",true
387,7,"[39.368567342725804, 46.20019711921369]",true
387,8,"[35.3662733601154, 43.19866948625588]",true
387,9,"[44.517312190637256, 38.29953742365694]",true
387,10,"[48.4669311160792, 43.1869748780181]",true
388,1,"[60.74348262805902, 45.26411586513276]",true
388,2,"[62.49930298632327, 52.204354811581375]",true
388,3,"[61.19099333424755, 58.04162710576141]",true
388,4,"[56.69762928932463, 63.26403526890691]",true
388,5,"[52.25794553227423, 58.959435958279045]",true
